,tau
25896,2
25897,7
25898,9
25899,9
25900,32
25901,14
25902,43
25903,6
25904,46
25905,16
25906,20
25907,34
25908,13
25909,207
25910,13
25911,2
25912,54
25913,10
25914,207
25915,5
25916,50
25917,32
25918,50
25919,4
25920,33
25921,18
25922,8
25923,51
25924,10
25925,39
25926,11
25927,17
25928,12
25929,31
25930,12
25931,12
25932,13
25933,22
25934,14
25935,21
25936,259
25937,3
25938,15
25939,5
25940,21
25941,18
25942,22
25943,31
25944,6
25945,0
25946,7
25947,24
25948,35
25949,47
25950,12
25951,12
25952,12
25953,16
25954,5
25955,14
25956,7
25957,7
25958,1
25959,2
25960,14
25961,10
25962,2
25963,33
25964,5
25965,15
25966,0
25967,7
25968,0
25969,2
25970,0
25971,0
25972,0
25973,11
25974,3
25975,17
25976,2
25977,14
25978,14
25979,13
25980,12
25981,15
25982,14
25983,1
25984,4
25985,0
25986,10
25987,12
25988,6
25989,18
25990,8
25991,7
25992,17
25993,3
25994,18
25995,10
25996,1
25997,15
25998,3
25999,10
26000,208
26001,44
26002,21
26003,22
26004,17
26005,9
26006,7
26007,51
26008,47
26009,14
26010,36
26011,208
26012,19
26013,35
26014,51
26015,33
26016,55
26017,51
26018,6
26019,11
26020,1
26021,14
26022,34
26023,15
26024,48
26025,33
26026,40
26027,12
26028,18
26029,13
26030,32
26031,6
26032,13
26033,14
26034,260
26035,15
26036,13
26037,4
26038,19
26039,16
26040,8
26041,25
26042,22
26043,11
26044,23
26045,7
26046,32
26047,23
26048,3
26049,1
26050,16
26051,17
26052,2
26053,5
26054,15
26055,0
26056,8
26057,4
26058,13
26059,0
26060,8
26061,0
26062,15
26063,6
26064,12
26065,1
26066,3
26067,3
26068,1
26069,1
26070,6
26071,15
26072,2
26073,3
26074,4
26075,3
26076,11
26077,3
26078,14
26079,13
26080,11
26081,5
26082,13
26083,18
26084,9
26085,13
26086,0
26087,7
26088,5
26089,11
26090,15
26091,8
26092,4
26093,0
26094,19
26095,11
26096,16
26097,19
26098,0
26099,2
26100,33
26101,20
26102,24
26103,10
26104,48
26105,8
26106,23
26107,16
26108,12
26109,209
26110,36
26111,52
26112,34
26113,4
26114,15
26115,209
26116,0
26117,18
26118,2
26119,52
26120,8
26121,56
26122,45
26123,261
26124,26
26125,19
26126,41
26127,13
26128,19
26129,14
26130,33
26131,14
26132,7
26133,14
26134,15
26135,2
26136,24
26137,20
26138,0
26139,5
26140,12
26141,9
26142,22
26143,49
26144,23
26145,16
26146,17
26147,35
26148,6
26149,8
26150,17
26151,16
26152,9
26153,0
26154,18
26155,3
26156,0
26157,1
26158,5
26159,4
26160,0
26161,4
26162,3
26163,0
26164,9
26165,0
26166,5
26167,0
26168,4
26169,16
26170,3
26171,13
26172,14
26173,2
26174,12
26175,2
26176,4
26177,5
26178,0
26179,7
26180,10
26181,14
26182,12
26183,14
26184,6
26185,12
26186,15
26187,9
26188,15
26189,19
26190,0
26191,17
26192,16
26193,2
26194,0
26195,0
26196,3
26197,0
26198,12
26199,14
26200,35
26201,34
26202,57
26203,11
26204,25
26205,24
26206,9
26207,0
26208,13
26209,17
26210,18
26211,16
26212,5
26213,15
26214,19
26215,37
26216,20
26217,3
26218,1
26219,13
26220,18
26221,21
26222,49
26223,50
26224,13
26225,7
26226,42
26227,20
26228,14
26229,34
26230,15
26231,16
26232,15
26233,8
26234,15
26235,9
26236,25
26237,27
26238,36
26239,24
26240,46
26241,3
26242,10
26243,1
26244,6
26245,17
26246,23
26247,21
26248,8
26249,11
26250,15
26251,3
26252,4
26253,0
26254,10
26255,11
26256,0
26257,2
26258,0
26259,14
26260,8
26261,6
26262,0
26263,3
26264,36
26265,0
26266,6
26267,15
26268,0
26269,5
26270,6
26271,17
26272,5
26273,1
26274,6
26275,0
26276,1
26277,4
26278,10
26279,16
26280,13
26281,18
26282,15
26283,13
26284,9
26285,7
26286,1
26287,19
26288,16
26289,5
26290,4
26291,4
26292,5
26293,10
26294,3
26295,17
26296,5
26297,2
26298,17
26299,13
26300,50
26301,18
26302,2
26303,18
26304,47
26305,14
26306,24
26307,26
26308,17
26309,6
26310,12
26311,58
26312,4
26313,16
26314,36
26315,22
26316,0
26317,35
26318,19
26319,20
26320,14
26321,25
26322,19
26323,37
26324,12
26325,9
26326,43
26327,21
26328,1
26329,15
26330,16
26331,35
26332,17
26333,16
26334,0
26335,10
26336,9
26337,16
26338,2
26339,11
26340,4
26341,26
26342,10
26343,7
26344,28
26345,25
26346,51
26347,22
26348,38
26349,8
26350,14
26351,1
26352,2
26353,17
26354,9
26355,0
26356,5
26357,1
26358,0
26359,1
26360,3
26361,4
26362,1
26363,1
26364,37
26365,0
26366,15
26367,11
26368,6
26369,7
26370,6
26371,0
26372,1
26373,5
26374,7
26375,4
26376,5
26377,6
26378,11
26379,16
26380,14
26381,18
26382,20
26383,14
26384,2
26385,6
26386,17
26387,8
26388,5
26389,1
26390,3
26391,16
26392,4
26393,10
26394,11
26395,6
26396,12
26397,7
26398,2
26399,14
26400,3
26401,18
26402,25
26403,15
26404,4
26405,1
26406,26
26407,5
26408,19
26409,20
26410,0
26411,26
26412,27
26413,9
26414,13
26415,17
26416,10
26417,37
26418,36
26419,23
26420,48
26421,19
26422,11
26423,8
26424,29
26425,39
26426,22
26427,44
26428,16
26429,2
26430,18
26431,36
26432,17
26433,23
26434,17
26435,20
26436,10
26437,38
26438,12
26439,5
26440,3
26441,11
26442,7
26443,27
26444,15
26445,52
26446,13
26447,17
26448,12
26449,21
26450,17
26451,7
26452,6
26453,0
26454,2
26455,17
26456,5
26457,0
26458,6
26459,3
26460,2
26461,2
26462,10
26463,4
26464,0
26465,0
26466,12
26467,38
26468,6
26469,18
26470,2
26471,0
26472,7
26473,2
26474,13
26475,8
26476,11
26477,8
26478,15
26479,1
26480,15
26481,1
26482,15
26483,7
26484,7
26485,3
26486,15
26487,9
26488,2
26489,0
26490,18
26491,8
26492,5
26493,3
26494,12
26495,1
26496,2
26497,0
26498,19
26499,6
26500,4
26501,2
26502,27
26503,16
26504,8
26505,19
26506,49
26507,26
26508,21
26509,6
26510,27
26511,14
26512,11
26513,10
26514,20
26515,20
26516,1
26517,28
26518,18
26519,37
26520,12
26521,5
26522,30
26523,18
26524,28
26525,38
26526,0
26527,45
26528,23
26529,17
26530,3
26531,19
26532,0
26533,24
26534,37
26535,21
26536,18
26537,12
26538,13
26539,39
26540,6
26541,18
26542,9
26543,16
26544,4
26545,14
26546,53
26547,11
26548,13
26549,40
26550,1
26551,12
26552,20
26553,16
26554,11
26555,0
26556,1
26557,7
26558,39
26559,6
26560,7
26561,3
26562,10
26563,4
26564,8
26565,1
26566,3
26567,13
26568,3
26569,3
26570,5
26571,18
26572,0
26573,3
26574,4
26575,9
26576,2
26577,3
26578,4
26579,18
26580,2
26581,16
26582,0
26583,2
26584,19
26585,8
26586,8
26587,16
26588,9
26589,6
26590,0
26591,3
26592,9
26593,14
26594,8
26595,10
26596,13
26597,0
26598,7
26599,16
26600,17
26601,38
26602,6
26603,31
26604,13
26605,50
26606,0
26607,27
26608,20
26609,0
26610,11
26611,15
26612,7
26613,22
26614,1
26615,28
26616,9
26617,5
26618,2
26619,12
26620,19
26621,22
26622,29
26623,19
26624,0
26625,0
26626,1
26627,46
26628,4
26629,24
26630,18
26631,20
26632,25
26633,12
26634,0
26635,10
26636,38
26637,5
26638,14
26639,40
26640,7
26641,17
26642,0
26643,5
26644,19
26645,15
26646,54
26647,13
26648,21
26649,19
26650,3
26651,21
26652,5
26653,3
26654,4
26655,13
26656,0
26657,8
26658,0
26659,8
26660,0
26661,9
26662,9
26663,1
26664,11
26665,0
26666,2
26667,0
26668,14
26669,0
26670,4
26671,8
26672,2
26673,17
26674,12
26675,4
26676,4
26677,0
26678,0
26679,0
26680,3
26681,1
26682,11
26683,14
26684,17
26685,17
26686,7
26687,40
26688,9
26689,0
26690,10
26691,10
26692,0
26693,15
26694,3
26695,14
26696,17
26697,4
26698,9
26699,2
26700,4
26701,18
26702,21
26703,7
26704,16
26705,2
26706,20
26707,28
26708,4
26709,20
26710,23
26711,29
26712,3
26713,39
26714,23
26715,6
26716,13
26717,12
26718,10
26719,20
26720,32
26721,8
26722,14
26723,41
26724,55
26725,1
26726,2
26727,47
26728,5
26729,25
26730,19
26731,26
26732,0
26733,6
26734,14
26735,11
26736,21
26737,15
26738,13
26739,8
26740,20
26741,1
26742,18
26743,30
26744,6
26745,16
26746,1
26747,39
26748,1
26749,2
26750,10
26751,10
26752,22
26753,14
26754,0
26755,6
26756,2
26757,1
26758,5
26759,9
26760,37
26761,4
26762,3
26763,0
26764,15
26765,0
26766,0
26767,0
26768,8
26769,5
26770,2
26771,0
26772,2
26773,1
26774,10
26775,1
26776,13
26777,9
26778,1
26779,18
26780,8
26781,12
26782,3
26783,11
26784,41
26785,1
26786,16
26787,15
26788,15
26789,11
26790,5
26791,18
26792,0
26793,3
26794,10
26795,3
26796,4
26797,18
26798,1
26799,5
26800,19
26801,22
26802,29
26803,17
26804,33
26805,8
26806,12
26807,7
26808,2
26809,9
26810,2
26811,4
26812,21
26813,30
26814,14
26815,21
26816,13
26817,24
26818,40
26819,13
26820,15
26821,4
26822,31
26823,42
26824,7
26825,21
26826,3
26827,48
26828,6
26829,26
26830,20
26831,0
26832,15
26833,27
26834,5
26835,56
26836,7
26837,16
26838,9
26839,40
26840,22
26841,2
26842,14
26843,19
26844,21
26845,17
26846,3
26847,1
26848,0
26849,24
26850,9
26851,11
26852,11
26853,23
26854,5
26855,2
26856,6
26857,15
26858,1
26859,7
26860,6
26861,4
26862,11
26863,5
26864,0
26865,1
26866,10
26867,1
26868,3
26869,0
26870,11
26871,9
26872,4
26873,1
26874,5
26875,6
26876,2
26877,38
26878,2
26879,2
26880,19
26881,11
26882,2
26883,17
26884,42
26885,12
26886,1
26887,0
26888,2
26889,16
26890,11
26891,16
26892,14
26893,0
26894,10
26895,12
26896,5
26897,0
26898,0
26899,0
26900,8
26901,32
26902,34
26903,22
26904,3
26905,16
26906,9
26907,5
26908,30
26909,10
26910,22
26911,20
26912,14
26913,15
26914,31
26915,3
26916,0
26917,10
26918,22
26919,3
26920,8
26921,23
26922,13
26923,3
26924,5
26925,14
26926,4
26927,49
26928,7
26929,27
26930,1
26931,21
26932,6
26933,16
26934,2
26935,57
26936,8
26937,17
26938,10
26939,43
26940,41
26941,23
26942,4
26943,20
26944,18
26945,18
26946,15
26947,28
26948,25
26949,22
26950,20
26951,6
26952,12
26953,2
26954,12
26955,5
26956,1
26957,16
26958,7
26959,2
26960,11
26961,2
26962,3
26963,1
26964,12
26965,6
26966,0
26967,7
26968,4
26969,5
26970,14
26971,7
26972,13
26973,11
26974,12
26975,17
26976,12
26977,2
26978,3
26979,43
26980,18
26981,1
26982,3
26983,2
26984,12
26985,39
26986,13
26987,3
26988,1
26989,17
26990,1
26991,13
26992,6
26993,17
26994,1
26995,1
26996,15
26997,24
26998,8
26999,3
27000,11
27001,31
27002,35
27003,19
27004,16
27005,4
27006,6
27007,6
27008,23
27009,16
27010,11
27011,4
27012,15
27013,33
27014,21
27015,4
27016,40
27017,19
27018,32
27019,9
27020,9
27021,24
27022,17
27023,18
27024,19
27025,21
27026,5
27027,0
27028,50
27029,8
27030,28
27031,2
27032,17
27033,22
27034,3
27035,10
27036,7
27037,9
27038,29
27039,11
27040,14
27041,42
27042,21
27043,44
27044,5
27045,24
27046,0
27047,4
27048,44
27049,3
27050,15
27051,6
27052,13
27053,9
27054,0
27055,10
27056,13
27057,25
27058,15
27059,3
27060,8
27061,7
27062,2
27063,2
27064,13
27065,4
27066,8
27067,1
27068,12
27069,0
27070,18
27071,0
27072,0
27073,11
27074,2
27075,5
27076,18
27077,3
27078,4
27079,4
27080,14
27081,2
27082,2
27083,4
27084,13
27085,0
27086,0
27087,7
27088,1
27089,2
27090,4
27091,14
27092,0
27093,3
27094,3
27095,16
27096,13
27097,17
27098,18
27099,6
27100,41
27101,12
27102,5
27103,25
27104,36
27105,10
27106,15
27107,17
27108,7
27109,24
27110,0
27111,5
27112,16
27113,32
27114,25
27115,20
27116,0
27117,5
27118,22
27119,0
27120,45
27121,20
27122,18
27123,19
27124,7
27125,3
27126,6
27127,51
27128,9
27129,1
27130,18
27131,29
27132,3
27133,5
27134,4
27135,20
27136,10
27137,23
27138,30
27139,12
27140,17
27141,0
27142,6
27143,11
27144,43
27145,22
27146,0
27147,8
27148,33
27149,0
27150,45
27151,8
27152,14
27153,0
27154,14
27155,18
27156,10
27157,3
27158,11
27159,4
27160,16
27161,4
27162,14
27163,7
27164,0
27165,3
27166,1
27167,26
27168,2
27169,0
27170,9
27171,0
27172,0
27173,3
27174,0
27175,22
27176,5
27177,14
27178,3
27179,1
27180,4
27181,12
27182,16
27183,5
27184,5
27185,9
27186,10
27187,4
27188,8
27189,5
27190,1
27191,2
27192,1
27193,17
27194,14
27195,4
27196,7
27197,7
27198,15
27199,15
27200,6
27201,19
27202,17
27203,26
27204,13
27205,1
27206,37
27207,8
27208,11
27209,21
27210,23
27211,21
27212,25
27213,18
27214,4
27215,33
27216,6
27217,26
27218,46
27219,2
27220,6
27221,46
27222,4
27223,20
27224,21
27225,34
27226,7
27227,52
27228,10
27229,19
27230,2
27231,6
27232,30
27233,5
27234,4
27235,42
27236,9
27237,24
27238,31
27239,18
27240,12
27241,7
27242,13
27243,1
27244,44
27245,8
27246,23
27247,11
27248,1
27249,2
27250,6
27251,9
27252,16
27253,15
27254,15
27255,4
27256,0
27257,0
27258,11
27259,15
27260,0
27261,5
27262,0
27263,15
27264,10
27265,6
27266,4
27267,5
27268,1
27269,2
27270,0
27271,0
27272,15
27273,2
27274,1
27275,12
27276,0
27277,27
27278,16
27279,5
27280,0
27281,13
27282,0
27283,5
27284,1
27285,0
27286,17
27287,9
27288,3
27289,8
27290,18
27291,6
27292,0
27293,1
27294,0
27295,6
27296,16
27297,1
27298,5
27299,0
27300,38
27301,27
27302,7
27303,9
27304,22
27305,18
27306,5
27307,0
27308,14
27309,7
27310,7
27311,12
27312,9
27313,18
27314,20
27315,47
27316,19
27317,26
27318,7
27319,34
27320,22
27321,2
27322,24
27323,19
27324,5
27325,22
27326,8
27327,20
27328,53
27329,11
27330,3
27331,7
27332,2
27333,31
27334,0
27335,43
27336,6
27337,12
27338,10
27339,8
27340,32
27341,21
27342,25
27343,13
27344,7
27345,14
27346,45
27347,5
27348,0
27349,0
27350,2
27351,16
27352,16
27353,5
27354,10
27355,0
27356,0
27357,0
27358,2
27359,0
27360,7
27361,1
27362,3
27363,2
27364,16
27365,16
27366,2
27367,0
27368,6
27369,16
27370,12
27371,13
27372,27
27373,3
27374,17
27375,9
27376,6
27377,10
27378,4
27379,6
27380,47
27381,2
27382,6
27383,9
27384,2
27385,14
27386,3
27387,2
27388,19
27389,2
27390,17
27391,0
27392,17
27393,3
27394,7
27395,28
27396,0
27397,1
27398,6
27399,1
27400,15
27401,23
27402,25
27403,6
27404,10
27405,39
27406,23
27407,8
27408,8
27409,19
27410,8
27411,3
27412,3
27413,10
27414,27
27415,48
27416,21
27417,20
27418,8
27419,13
27420,19
27421,28
27422,15
27423,1
27424,44
27425,9
27426,21
27427,12
27428,4
27429,54
27430,6
27431,8
27432,1
27433,3
27434,32
27435,46
27436,9
27437,13
27438,14
27439,8
27440,11
27441,20
27442,6
27443,22
27444,33
27445,26
27446,1
27447,7
27448,5
27449,0
27450,3
27451,1
27452,17
27453,3
27454,4
27455,17
27456,3
27457,11
27458,4
27459,0
27460,12
27461,18
27462,17
27463,17
27464,17
27465,3
27466,4
27467,13
27468,0
27469,19
27470,1
27471,14
27472,5
27473,8
27474,6
27475,7
27476,10
27477,2
27478,7
27479,10
27480,3
27481,18
27482,4
27483,48
27484,29
27485,0
27486,7
27487,20
27488,2
27489,0
27490,2
27491,3
27492,3
27493,7
27494,11
27495,0
27496,18
27497,15
27498,1
27499,8
27500,4
27501,24
27502,16
27503,0
27504,20
27505,47
27506,24
27507,0
27508,2
27509,9
27510,0
27511,26
27512,11
27513,9
27514,29
27515,16
27516,0
27517,3
27518,4
27519,20
27520,0
27521,40
27522,7
27523,7
27524,45
27525,10
27526,22
27527,5
27528,0
27529,7
27530,9
27531,55
27532,13
27533,2
27534,9
27535,23
27536,33
27537,9
27538,15
27539,8
27540,0
27541,14
27542,4
27543,12
27544,21
27545,27
27546,34
27547,10
27548,8
27549,9
27550,0
27551,5
27552,18
27553,4
27554,4
27555,1
27556,1
27557,12
27558,1
27559,18
27560,4
27561,0
27562,0
27563,18
27564,0
27565,18
27566,0
27567,14
27568,0
27569,18
27570,3
27571,6
27572,14
27573,1
27574,12
27575,0
27576,21
27577,16
27578,11
27579,4
27580,6
27581,11
27582,4
27583,8
27584,5
27585,3
27586,30
27587,9
27588,1
27589,49
27590,8
27591,11
27592,2
27593,8
27594,4
27595,4
27596,2
27597,2
27598,7
27599,4
27600,8
27601,48
27602,15
27603,35
27604,25
27605,2
27606,0
27607,21
27608,24
27609,5
27610,10
27611,0
27612,41
27613,10
27614,30
27615,0
27616,17
27617,25
27618,27
27619,12
27620,22
27621,0
27622,13
27623,8
27624,0
27625,10
27626,0
27627,11
27628,23
27629,6
27630,8
27631,10
27632,56
27633,0
27634,3
27635,28
27636,14
27637,10
27638,11
27639,16
27640,34
27641,9
27642,5
27643,15
27644,1
27645,0
27646,46
27647,1
27648,0
27649,3
27650,12
27651,3
27652,3
27653,8
27654,5
27655,50
27656,0
27657,9
27658,0
27659,1
27660,6
27661,12
27662,2
27663,5
27664,19
27665,0
27666,22
27667,13
27668,5
27669,2
27670,5
27671,2
27672,1
27673,17
27674,5
27675,9
27676,1
27677,3
27678,5
27679,4
27680,17
27681,7
27682,0
27683,0
27684,10
27685,5
27686,0
27687,1
27688,0
27689,12
27690,0
27691,5
27692,10
27693,4
27694,6
27695,31
27696,9
27697,9
27698,1
27699,0
27700,6
27701,49
27702,1
27703,3
27704,14
27705,36
27706,11
27707,22
27708,23
27709,25
27710,0
27711,42
27712,16
27713,11
27714,1
27715,11
27716,1
27717,26
27718,28
27719,18
27720,29
27721,4
27722,26
27723,12
27724,0
27725,13
27726,12
27727,24
27728,7
27729,11
27730,9
27731,57
27732,4
27733,1
27734,1
27735,1
27736,11
27737,17
27738,2
27739,9
27740,2
27741,10
27742,35
27743,47
27744,9
27745,6
27746,16
27747,15
27748,1
27749,31
27750,11
27751,9
27752,4
27753,2
27754,3
27755,15
27756,0
27757,4
27758,3
27759,1
27760,0
27761,1
27762,1
27763,20
27764,14
27765,6
27766,7
27767,8
27768,6
27769,18
27770,0
27771,10
27772,5
27773,7
27774,1
27775,6
27776,1
27777,2
27778,8
27779,6
27780,18
27781,13
27782,13
27783,10
27784,13
27785,1
27786,2
27787,6
27788,6
27789,10
27790,1
27791,0
27792,10
27793,11
27794,4
27795,5
27796,1
27797,1
27798,6
27799,6
27800,4
27801,0
27802,27
27803,0
27804,7
27805,30
27806,11
27807,37
27808,251
27809,5
27810,23
27811,12
27812,17
27813,7
27814,0
27815,24
27816,15
27817,50
27818,0
27819,0
27820,48
27821,1
27822,16
27823,2
27824,3
27825,13
27826,0
27827,25
27828,8
27829,0
27830,12
27831,0
27832,10
27833,0
27834,58
27835,10
27836,5
27837,2
27838,0
27839,0
27840,2
27841,13
27842,12
27843,3
27844,0
27845,10
27846,36
27847,18
27848,26
27849,12
27850,2
27851,2
27852,5
27853,7
27854,0
27855,2
27856,7
27857,4
27858,11
27859,4
27860,3
27861,10
27862,2
27863,16
27864,2
27865,15
27866,5
27867,0
27868,1
27869,21
27870,0
27871,2
27872,43
27873,7
27874,6
27875,2
27876,0
27877,11
27878,0
27879,14
27880,3
27881,7
27882,0
27883,7
27884,9
27885,17
27886,12
27887,12
27888,6
27889,2
27890,12
27891,7
27892,11
27893,5
27894,14
27895,2
27896,2
27897,0
27898,14
27899,14
27900,26
27901,17
27902,4
27903,37
27904,12
27905,0
27906,28
27907,38
27908,11
27909,6
27910,1
27911,8
27912,0
27913,13
27914,1
27915,1
27916,25
27917,0
27918,0
27919,1
27920,4
27921,24
27922,11
27923,6
27924,0
27925,3
27926,9
27927,14
27928,26
27929,13
27930,19
27931,0
27932,31
27933,11
27934,1
27935,0
27936,0
27937,16
27938,0
27939,0
27940,0
27941,0
27942,13
27943,14
27944,0
27945,49
27946,3
27947,59
27948,3
27949,4
27950,8
27951,1
27952,1
27953,11
27954,1
27955,5
27956,3
27957,0
27958,3
27959,6
27960,7
27961,13
27962,3
27963,8
27964,4
27965,8
27966,13
27967,3
27968,8
27969,1
27970,22
27971,3
27972,2
27973,5
27974,0
27975,16
27976,18
27977,12
27978,12
27979,5
27980,7
27981,0
27982,3
27983,8
27984,8
27985,3
27986,0
27987,10
27988,18
27989,1
27990,6
27991,15
27992,15
27993,13
27994,15
27995,8
27996,1
27997,15
27998,0
27999,13
28000,9
28001,14
28002,39
28003,7
28004,25
28005,5
28006,9
28007,17
28008,18
28009,2
28010,2
28011,1
28012,1
28013,1
28014,1
28015,9
28016,13
28017,7
28018,1
28019,8
28020,12
28021,26
28022,5
28023,0
28024,1
28025,6
28026,4
28027,15
28028,10
28029,27
28030,14
28031,12
28032,20
28033,60
28034,2
28035,38
28036,7
28037,32
28038,14
28039,15
28040,0
28041,5
28042,4
28043,4
28044,29
28045,12
28046,13
28047,50
28048,4
28049,2
28050,1
28051,16
28052,8
28053,0
28054,19
28055,2
28056,7
28057,4
28058,9
28059,5
28060,14
28061,13
28062,1
28063,9
28064,14
28065,1
28066,4
28067,1
28068,4
28069,0
28070,0
28071,17
28072,19
28073,4
28074,6
28075,23
28076,0
28077,9
28078,3
28079,11
28080,16
28081,2
28082,2
28083,0
28084,9
28085,16
28086,16
28087,4
28088,2
28089,1
28090,0
28091,1
28092,1
28093,14
28094,1
28095,4
28096,6
28097,12
28098,14
28099,1
28100,8
28101,15
28102,18
28103,5
28104,10
28105,19
28106,9
28107,40
28108,6
28109,27
28110,1
28111,5
28112,7
28113,10
28114,14
28115,20
28116,3
28117,0
28118,12
28119,10
28120,17
28121,3
28122,2
28123,51
28124,39
28125,0
28126,5
28127,16
28128,11
28129,28
28130,15
28131,3
28132,13
28133,21
28134,61
28135,26
28136,6
28137,8
28138,30
28139,13
28140,16
28141,14
28142,33
28143,8
28144,5
28145,13
28146,6
28147,15
28148,1
28149,0
28150,2
28151,1
28152,17
28153,10
28154,3
28155,14
28156,5
28157,10
28158,1
28159,18
28160,8
28161,6
28162,2
28163,0
28164,0
28165,2
28166,24
28167,4
28168,15
28169,2
28170,2
28171,1
28172,15
28173,2
28174,0
28175,2
28176,15
28177,9
28178,1
28179,2
28180,2
28181,17
28182,3
28183,4
28184,2
28185,13
28186,7
28187,3
28188,17
28189,2
28190,3
28191,10
28192,0
28193,3
28194,5
28195,10
28196,7
28197,8
28198,15
28199,5
28200,10
28201,19
28202,11
28203,27
28204,7
28205,3
28206,6
28207,1
28208,41
28209,13
28210,15
28211,9
28212,16
28213,4
28214,11
28215,3
28216,6
28217,18
28218,28
28219,1
28220,14
28221,20
28222,15
28223,22
28224,34
28225,11
28226,6
28227,2
28228,17
28229,12
28230,16
28231,1
28232,29
28233,7
28234,4
28235,40
28236,0
28237,14
28238,16
28239,62
28240,7
28241,52
28242,17
28243,6
28244,9
28245,31
28246,9
28247,14
28248,4
28249,3
28250,18
28251,15
28252,0
28253,0
28254,16
28255,0
28256,0
28257,0
28258,10
28259,0
28260,19
28261,3
28262,3
28263,11
28264,11
28265,4
28266,11
28267,9
28268,1
28269,2
28270,18
28271,0
28272,0
28273,4
28274,4
28275,16
28276,7
28277,16
28278,8
28279,1
28280,2
28281,14
28282,5
28283,8
28284,6
28285,2
28286,18
28287,4
28288,8
28289,11
28290,3
28291,3
28292,0
28293,1
28294,0
28295,4
28296,6
28297,2
28298,6
28299,9
28300,10
28301,7
28302,7
28303,15
28304,4
28305,16
28306,11
28307,14
28308,42
28309,5
28310,2
28311,2
28312,21
28313,8
28314,20
28315,17
28316,12
28317,29
28318,0
28319,0
28320,10
28321,19
28322,41
28323,15
28324,35
28325,12
28326,7
28327,13
28328,18
28329,3
28330,17
28331,2
28332,7
28333,8
28334,30
28335,28
28336,5
28337,15
28338,17
28339,2
28340,23
28341,63
28342,53
28343,0
28344,18
28345,8
28346,32
28347,10
28348,19
28349,12
28350,1
28351,7
28352,4
28353,0
28354,9
28355,0
28356,4
28357,3
28358,12
28359,11
28360,2
28361,5
28362,2
28363,17
28364,16
28365,17
28366,0
28367,0
28368,12
28369,17
28370,4
28371,0
28372,10
28373,0
28374,3
28375,0
28376,1
28377,0
28378,4
28379,16
28380,9
28381,3
28382,15
